phone,usage_this_month,usage_last_month
012-2426-2148,4789.35,4944.99
012-2426-2149,0,0
012-2426-2150,0,0
012-2426-2151,0,0
012-2426-2152,0,0
012-2426-2153,0,0
012-2426-2154,0,0
012-2426-2155,0,0
012-2426-2156,0,0
012-2426-2157,0,0
012-2426-2158,5818.88,5600.17
012-2426-2159,0,0
012-2426-2160,7795.97,8709.49
012-2426-2161,5110.09,9221.32
012-2426-2162,9418.63,14856.45
012-2426-2163,15231.46,16561.27
012-2426-2164,7146.1,6588.7
012-2426-2165,27226.65,18560.05
012-2426-2166,16545.2,22866.65
012-2426-2167,14713.59,1824.78
012-2426-2168,116.22,0.54
012-2426-2169,8097.1,6721.85
012-2426-2170,3791.01,5589.12
012-2426-2171,7287.37,7414.72
012-2426-2172,5861.99,6645.32
012-2426-2173,23666.36,27096.09
012-2426-2174,6038.87,3147.34
012-2426-2175,8535.12,7133.53
012-2426-2176,7798.92,18920.79
012-2426-2177,8117.09,5453.51
012-2426-2178,10558.02,7226.16
012-2426-2179,16213.25,15611.89
012-2426-2180,8610.57,13315.48
012-2426-2181,11261.68,14937.68
012-2426-2182,17882.19,643.97
012-2426-2183,15831.48,16387.19
012-2426-2184,5470.08,6639.84
012-2426-2185,18586.54,19427.29
012-2426-2186,5351.27,5073.26
012-2426-2187,0,0
012-2426-2188,1350.92,13834.95
012-2426-2189,6540.49,12728.28
012-2426-2190,0,0
012-2426-2191,4982.88,7985.06
012-2426-2192,9526.72,1782.04
012-2426-2193,1881.16,1302.81
012-2426-2194,5777.73,5618.21
012-2426-2195,754.21,2285.4
012-2426-2196,15096.53,15886.68
012-2426-2197,4881.2,5099.04
012-2426-2198,3596.8,5476.42
012-2426-2199,20045.64,15534.87
012-2426-2200,18324.24,12281.69
012-2426-2201,14971.05,12954.81
012-2426-2202,6802.83,4021.89
012-2426-2203,29057.12,20069.02
012-2426-2204,16162.8,10456.02
012-2426-2205,15517.2,12789.87
012-2426-2206,13978.08,21195.04
012-2426-2207,69.26,5076.92
012-2426-2208,17468.65,14874.79
012-2426-2209,7346.98,9983.78
012-2426-2210,8603.1,7183.12
012-2426-2211,7662.47,5339.25
012-2426-2212,1137.01,3423.26
012-2426-2213,15919.57,15706.23
012-2426-2214,15768.36,29545.41
012-2426-2215,3350.9,2253.55
012-2426-2216,15063.63,12589.52
012-2426-2217,29228.7,30341.35
012-2426-2218,4728.51,4619.28
012-2426-2219,22642.6,13602.93
012-2426-2220,8126.15,2002.4
012-2426-2221,12507.53,12474.83
012-2426-2222,8831.32,12767.72
012-2426-2223,6377.23,5528.92
012-2426-2224,31409.39,23989.04
012-2426-2225,21509.1,26774.71
012-2426-2226,10182.97,8525.59
012-2426-2227,7327.76,6779.37
012-2426-2228,18103.45,17136.93
012-2426-2229,16506.43,20859.02
012-2426-2230,12834.46,5662.41
012-2426-2231,4375.49,6910.47
012-2426-2232,21000.77,19885.92
012-2426-2233,4690.99,5726.27
012-2426-2234,1662.49,216.68
012-2426-2235,25611.04,20889.69
012-2426-2236,14890.93,17569.04
012-2426-2237,17222.95,14600.79
012-2426-2238,2077.87,1817.54
012-2426-2239,11283.83,16467.73
012-2426-2240,13776.17,20839.44
012-2426-2241,5724.21,1355.02
012-2426-2242,17843.1,24329.14
012-2426-2243,13210.49,1953.48
012-2426-2244,14069.48,18956.42
012-2426-2245,4647.38,10320.83
012-2426-2246,2286.45,3846.17
012-2426-2247,18065.08,18248.93
012-2426-2248,17142.22,14095.54
012-2426-2249,8993.88,8731.1
012-2426-2250,11840.33,2681.23
012-2426-2251,7322.8,6143.21
012-2426-2252,13152.06,7519.2
012-2426-2253,2841.15,761.25
012-2426-2254,3585.2,7342.54
012-2426-2255,9858.13,12995.07
012-2426-2256,3885.55,5195.15
012-2426-2257,7292.84,5964.65
012-2426-2258,21575.18,7434.71
012-2426-2259,20475.36,13181.99
012-2426-2260,25106.47,19891.99
012-2426-2261,15547.12,18346.26
012-2426-2262,21082.31,14688.04
012-2426-2263,19716.49,20388.69
012-2426-2264,21861.01,19226.34
012-2426-2265,21085.79,12299.7
012-2426-2266,0,0
012-2426-2267,11242.15,19482.29
012-2426-2268,25706.08,28509.35
012-2426-2269,6202.3,10994.76
012-2426-2270,10453.5,14487.78
012-2426-2271,19640.7,13150.16
012-2426-2272,6262.94,5411.02
012-2426-2273,9974.73,10753.29
012-2426-2274,0,0
012-2426-2275,14332.47,17591.7
012-2426-2276,12970.49,14287.4
012-2426-2277,7714.03,8350.08
012-2426-2278,15928.03,15565.8
012-2426-2279,27353.1,24334.87
012-2426-2280,10424.84,13681.32
012-2426-2281,21951.9,8605.65
012-2426-2282,4552.33,5503.17
012-2426-2283,7458.38,10990.17
012-2426-2284,8903,6484.18
012-2426-2285,7578.44,6569.76
012-2426-2286,4884.5,4478.98
012-2426-2287,5532.15,1355.43
012-2426-2288,9331.76,10176.92
012-2426-2289,7773.91,8181.26
012-2426-2290,14168.66,9917.6
012-2426-2291,9639.95,6951.4
012-2426-2292,8764.99,8992.27
012-2426-2293,4418.86,2573.54
012-2426-2294,6772.66,5306.56
012-2426-2295,8455.97,8852.61
012-2426-2296,2609.09,5303.85
012-2426-2297,8949.4,14440.46
012-2426-2298,11626.68,15102.01
012-2426-2299,4268.99,6581.55
012-2426-2300,0,0
012-2426-2301,7920.64,7524.72
012-2426-2302,6660.4,5893.2
012-2426-2303,5441.51,6907.12
012-2426-2304,9780.65,6982.24
012-2426-2305,7309.15,9366.16
012-2426-2306,9347.38,9822.42
012-2426-2307,11334.67,13040.9
012-2426-2308,15447.35,2662.9
012-2426-2309,3170.99,682.57
012-2426-2310,1680.75,2405.14
012-2426-2311,5647.99,8780.07
012-2426-2312,14874.46,10651.65
012-2426-2313,5825.58,6745.59
012-2426-2314,7033.88,13902.18
012-2426-2315,5914.19,1089.32
012-2426-2316,6430.87,5550.53
012-2426-2317,8522.38,2743.65
012-2426-2318,5056.29,8105.01
012-2426-2319,11649.66,11666.31
012-2426-2320,8231.98,4867.06
012-2426-2321,5123.59,3780.67
012-2426-2322,5045.86,12244.25
012-2426-2323,13816.3,11655.25
012-2426-2324,5403.11,5972.5
012-2426-2325,5933.38,8800.86
012-2426-2326,8134.64,7962.01
012-2426-2327,5953.6,4356.56
012-2426-2328,7274.3,4677.26
012-2426-2329,0,0
012-2426-2330,6514.4,10021.21
012-2426-2331,7803.55,7566.06
012-2426-2332,7041.51,10816.46
012-2426-2333,7777.9,5199.67
012-2426-2334,2424.04,3780.81
012-2426-2335,5755.21,4751.7
012-2426-2336,2140.46,2297.52
012-2426-2337,4159.67,7006.16
012-2426-2338,7302.04,6990.39
012-2426-2339,3970.12,3590.1
012-2426-2340,10749.14,7868.65
012-2426-2341,7590.6,6820.61
012-2426-2342,909.24,7275.98
012-2426-2343,4434.3,6442.43
012-2426-2344,3677.56,6405.57
012-2426-2345,2042.85,6088.78
012-2426-2346,6503.31,11026.65
012-2426-2347,22056.81,15951.67
012-2426-2348,2936.76,6753.34
012-2426-2349,0,0
012-2426-2350,29195.28,19635.12
012-2426-2351,9405.21,12077.64
012-2426-2352,19917.19,23232.77
012-2426-2353,0,0
012-2426-2354,8285.73,11859.25
012-2426-2355,11605.54,18891.43
012-2426-2356,8364.85,3381.18
012-2426-2357,814.53,7492.01
012-2426-2358,6077.29,6482.13
012-2426-2359,22665.9,30270.88
012-2426-2360,28160.94,25102.03
012-2426-2361,18183.86,13046.35
012-2426-2362,20455.18,23622.16
012-2426-2363,26395.43,24450.6
012-2426-2364,15599,19051.3
012-2426-2365,12272.96,14401.52
012-2426-2366,0,0
012-2426-2367,10943.2,12351
012-2426-2368,5950,9513.47
012-2426-2369,11169.35,15546.47
012-2426-2370,4236.42,2218.21
012-2426-2371,8962.67,9419.36
012-2426-2372,1310.52,7653.63
012-2426-2373,13985.12,13558.57
012-2426-2374,9409.08,5768.43
012-2426-2375,19559.21,14951.75
012-2426-2376,16271.42,8593.35
012-2426-2377,10608.07,6485.42
012-2426-2378,14388.94,23643.91
012-2426-2379,0,0
012-2426-2380,6401.55,9177.65
012-2426-2381,8487.15,9932.55
012-2426-2382,6329.36,5554.28
012-2426-2383,8904.75,14224.49
012-2426-2384,5387.8,7441.96
012-2426-2385,0,0
012-2426-2386,9552.62,6308.85
012-2426-2387,25030.08,23321.02
012-2426-2388,6122.52,8367.4
012-2426-2389,21617.09,25065.16
012-2426-2390,16686.56,12890.52
012-2426-2391,17576.12,20850.86
012-2426-2392,18223.42,21317.75
012-2426-2393,11089.15,11974.31
012-2426-2394,26402.04,16922.35
012-2426-2395,33319.89,38657.61
012-2426-2396,9121.07,8738.3
012-2426-2397,0,0
012-2426-2398,16545.65,10037.17
012-2426-2399,9263.05,7620.44
012-2426-2400,11371.64,9211.33
012-2426-2401,9202.45,7959.39
012-2426-2402,11334.36,12079.68
012-2426-2403,7734.22,8177.89
012-2426-2404,5521.5,3607.81
012-2426-2405,11252.76,10764.07
012-2426-2406,9993.15,6327.76
012-2426-2407,9825.86,5342.55
012-2426-2408,4259.34,4336.16
012-2426-2409,6743.1,8837.34
012-2426-2410,6937.99,12958.12
012-2426-2411,4388.64,6265.66
012-2426-2412,9121.12,7879.23
012-2426-2413,8340.84,8125.63
012-2426-2414,12139.71,8311.32
012-2426-2415,5690.66,7222.66
012-2426-2416,5585.37,8191.68
012-2426-2417,6512.06,5007.29
012-2426-2418,11914.05,16702.05
012-2426-2419,9707.81,10546.38
012-2426-2420,2376.39,5641.82
012-2426-2421,951.41,1676.6
012-2426-2422,8015.11,9104.88
012-2426-2423,14765.6,11858.59
012-2426-2424,6405.84,10286.91
012-2426-2425,7294.34,5725.51
012-2426-2426,8920.53,6912.48
012-2426-2427,8282.7,5928.71
012-2426-2428,380.5,1633.37
012-2426-2429,6289.59,7336.79
012-2426-2430,4347.74,14386.37
012-2426-2431,6525.63,7660.89
012-2426-2432,7169.33,6911.98
012-2426-2433,812.83,39.02
012-2426-2434,10802.58,6073.81
012-2426-2435,120.16,2812.65
012-2426-2436,7549.1,9468.17
012-2426-2437,4761.44,3864.83
012-2426-2438,12824.46,12978.83
012-2426-2439,10373.15,9287.54
012-2426-2440,6525.51,3299.01
012-2426-2441,10602.51,9672.33
012-2426-2442,5664.02,6706.25
012-2426-2443,8003.46,11381.16
012-2426-2444,7764.39,11176.96
012-2426-2445,4104.68,2426.16
012-2426-2446,14856.45,13455.2
012-2426-2447,0,0
012-2426-2448,0,0
012-2426-2449,0,0
012-2426-2450,0,0
012-2426-2451,0,0
012-2426-2452,5850.29,8031.35
012-2426-2453,14658.6,14331.12
012-2426-2454,9299.78,9224.35
012-2426-2455,3459.72,3338.45
012-2426-2456,10963.75,8326.27
012-2426-2457,7264.58,7649.87
012-2426-2458,4162.93,2031.73
012-2426-2459,13329.4,5398.88
012-2426-2460,10017.29,14225.23
012-2426-2461,4007.22,2289.87
012-2426-2462,0,2305.09
012-2426-2463,5014.73,7828.06
012-2426-2464,4860.14,2940.87
012-2426-2465,5980.01,5959.82
012-2426-2466,1110.29,1288.42
012-2426-2467,13771.61,11303.64
012-2426-2468,7691.85,8437.04
012-2426-2469,5223.19,1180.89
012-2426-2470,7977.88,5076.39
012-2426-2471,11933.84,4909.26
012-2426-2472,12156.49,7726.25
012-2426-2473,7961.53,8613.24
012-2426-2474,7307.69,6010.24
012-2426-2475,150.15,0
012-2426-2476,0,0
012-2426-2477,0,0
012-2426-2478,0,0
012-2426-2479,0,0
012-2426-2480,9098.43,5736.51
012-2426-2481,4146.11,3454.74
012-2426-2482,10879.87,9077.85
012-2426-2483,0,0
012-2426-2484,0,0
012-2426-2485,3154.46,5045.18
012-2426-2486,1210.67,7149.36
012-2426-2487,6046.04,5069.84
012-2426-2488,1743.32,1778.54
012-2426-2489,8607.77,6917.72
012-2426-2490,10032.15,8893.74
012-2426-2491,6906.86,10186.37
012-2426-2492,13704.81,10105.56
012-2426-2493,8907.53,8630.96
012-2426-2494,3856.14,5400.26
012-2426-2495,7991.57,8508.01
012-2426-2496,1821.19,4338.55
012-2426-2497,12371.87,13966.76
012-2426-2498,4154.86,5239.31
012-2426-2499,10443.38,11706.29
012-2426-2500,8936.47,8456.95
012-2426-2501,0,0
012-2426-2502,10884.06,9156.56
012-2426-2503,3694.12,3732.01
012-2426-2504,7392.4,9837.8
012-2426-2505,8199.97,8564.28
012-2426-2506,6017.26,5927.52
012-2426-2507,5955.73,9653.28
012-2426-2508,9222.1,10973.48
012-2426-2509,8052.13,7883.04
012-2426-2510,12193.56,9582.51
012-2426-2511,14688.87,13384.31
012-2426-2512,12260.19,11213.32
012-2426-2513,17309.75,13749.41
012-2426-2514,9536.49,9584.89
012-2426-2515,6090.52,11466.14
012-2426-2516,13657.76,4380.01
012-2426-2517,1656.45,2808.15
012-2426-2518,8600.62,10875.99
012-2426-2519,7602.67,4910.63
012-2426-2520,5235.74,4851.47
012-2426-2521,6871.75,6402.57
012-2426-2522,13273.83,16752.43
012-2426-2523,61.3,9092.15
012-2426-2524,7664.14,8066.84
012-2426-2525,3957.89,4935.01
012-2426-2526,9141.74,9666.13
012-2426-2527,993.43,4527.64
012-2426-2528,6375.47,11200.79
012-2426-2529,10990.05,12829.56
012-2426-2530,8919.83,6376.04
012-2426-2531,13559.06,10490.93
012-2426-2532,5329.93,9148.79
012-2426-2533,10444.42,13048.64
012-2426-2534,6048.54,6051.13
012-2426-2535,9776.37,9123.39
012-2426-2536,412.66,3406.83
012-2426-2537,10663.96,8840.01
012-2426-2538,7255.25,8691.31
012-2426-2539,7692.22,11455.49
012-2426-2540,3262.65,7652.97
012-2426-2541,5872.35,6499.12
012-2426-2542,7612.28,10162.63
012-2426-2543,7937.55,11124.01
012-2426-2544,839.98,1847.16
012-2426-2545,15190.01,12127.03
012-2426-2546,12061.7,7120.1
012-2426-2547,6254.01,7014.27
012-2426-2548,7012.08,6206.5
012-2426-2549,9679.21,9865.17
012-2426-2550,10241.22,11530.04
012-2426-2551,9542.18,9026.22
012-2426-2552,6658.87,4143.1
012-2426-2553,6678.47,6933.04
012-2426-2554,2114.48,4108.02
012-2426-2555,0,0
012-2426-2556,7959.76,10309.15
012-2426-2557,6526.07,5580.06
012-2426-2558,6613.78,8239.39
012-2426-2559,0,0
012-2426-2560,663.62,913.9
012-2426-2561,7097.28,7190.33
012-2426-2562,9706.53,8897.11
012-2426-2563,5541.4,6129.77
012-2426-2564,9675.17,10431.1
012-2426-2565,9000.51,8789.45
012-2426-2566,7612.95,7722.88
012-2426-2567,2428.6,484.01
012-2426-2568,585.15,3811.27
012-2426-2569,6109.3,7903.9
012-2426-2570,3157.98,4358.46
012-2426-2571,0,0
012-2426-2572,4150.57,3597.56
012-2426-2573,7130.82,7829.45
012-2426-2574,3210.26,1133.11
012-2426-2575,4566.01,11290.82
012-2426-2576,4992.53,4936.96
012-2426-2577,4378.65,5723.04
012-2426-2578,4522.84,5857.66
012-2426-2579,0,0
012-2426-2580,0,0
012-2426-2581,0,0
012-2426-2582,7194.07,5274.22
012-2426-2583,9955.04,8955.82
012-2426-2584,4675.9,3668.92
012-2426-2585,3109.66,2224.54
012-2426-2586,9235.92,13642.72
012-2426-2587,12147.54,10464.75
012-2426-2588,6842.27,7852.63
012-2426-2589,6295.37,4074.42
012-2426-2590,1062.37,3584.47
012-2426-2591,3265.54,3740.13
012-2426-2592,9207.96,6894.35
012-2426-2593,6795.02,9788
012-2426-2594,9954.81,9727.37
012-2426-2595,12455.81,22448.85
012-2426-2596,5857.75,4082.17
012-2426-2597,17746.16,15345.94
012-2426-2598,6005.76,8217.81
012-2426-2599,12557.9,15142.39
012-2426-2600,7409.44,6687.8
012-2426-2601,10944.42,6374.74
012-2426-2602,12842.69,5967.52
012-2426-2603,0,0
012-2426-2604,0,0
012-2426-2605,0,0
012-2426-2606,1545.88,97.96
012-2426-2607,0,0
012-2426-2608,0,0
012-2426-2609,4225.06,4464.94
012-2426-2610,0,0
012-2426-2611,3756.39,7020.08
012-2426-2612,0,0
012-2426-2613,4670.07,9907.4
012-2426-2614,0,0
012-2426-2615,0,0
012-2426-2616,8960.75,11910.9
012-2426-2617,3140.95,43.29
012-2426-2618,9048.85,9988.69
012-2426-2619,10865.69,8980.83
012-2426-2620,9756.33,12963.01
012-2426-2621,4500,3542.68
012-2426-2622,5544.41,8554.75
012-2426-2623,1792.6,8060.81
012-2426-2624,0,8577.42
012-2426-2625,0,0
012-2426-2626,11526.23,19121.73
012-2426-2627,0,0
012-2426-2628,0,0
012-2426-2629,0,0
012-2426-2630,0,0
012-2426-2631,0,0
012-2426-2632,0,0
012-2426-2633,0,0
012-2426-2634,1258.04,3066.94
012-2426-2635,2474.17,5622.03
012-2426-2636,9310.03,5131.36
012-2426-2637,9645.18,11234.77
012-2426-2638,13071.3,6703.73
012-2426-2639,7699.72,6720.47
012-2426-2640,6440.16,14287.09
012-2426-2641,5095.43,5530.8
012-2426-2642,6739.85,20399.18
012-2426-2643,1683.5,5113.55
012-2426-2644,10135.73,12506.86
012-2426-2645,0,0
012-2426-2646,0,0
012-2426-2647,0,0
012-2426-2648,0,0
012-2426-2649,5480.99,7884.35
012-2426-2650,0,0
012-2426-2651,0,0
012-2426-2652,0,0
012-2426-2653,2699.39,9006.65
012-2426-2654,0,0
012-2426-2655,0,0
012-2426-2656,5328.45,3794.89
012-2426-2657,0,0
012-2426-2658,4694.89,7532.36
012-2426-2659,29288.85,34838.3
012-2426-2660,19961.98,22783.53
012-2426-2661,855.97,0
012-2426-2662,26476.91,26573.19
012-2426-2663,0,0
012-2426-2664,0,0
012-2426-2665,4896.87,4075.89
012-2426-2666,10141.91,10117.96
012-2426-2667,10807.12,12134.83
012-2426-2668,7461.08,7086.76
012-2426-2669,9481.63,7713.4
012-2426-2670,14884.32,27800.84
012-2426-2671,2473.41,3779.45
012-2426-2672,6669.05,9095.57
012-2426-2673,11375.76,11295.68
012-2426-2674,4796.42,4698.26
012-2426-2675,8268.78,8941.39
012-2426-2676,8331.95,8531.36
012-2426-2677,24121.87,29238.98
012-2426-2678,9229.24,4663.71
012-2426-2679,10259.42,9838.24
012-2426-2680,6382.04,7124.57
012-2426-2681,12082.81,17081.18
012-2426-2682,1380.95,6805.55
012-2426-2683,7600.71,6591
012-2426-2684,3572.2,4192.71
012-2426-2685,7617.98,10166.54
012-2426-2686,8968.91,10240.78
012-2426-2687,5961.41,10334.94
012-2426-2688,5984.09,11528.56
012-2426-2689,9733.98,12732.77
012-2426-2690,8240.3,7602.65
012-2426-2691,4751.31,1099.41
012-2426-2692,5591.82,8035.18
012-2426-2693,9209.26,7538.24
012-2426-2694,11011.85,12011.99
012-2426-2695,15673.42,13371.82
012-2426-2696,9190.3,8605.56
012-2426-2697,9420.3,13878.06
012-2426-2698,0,21.19
012-2426-2699,0,0
012-2426-2700,13332.62,11225.3
012-2426-2701,0,0
012-2426-2702,10986.69,13165.3
012-2426-2703,1421.75,1966.97
012-2426-2704,5194.69,8272.38
012-2426-2705,6059.58,9347.06
012-2426-2706,5397.39,5242.94
012-2426-2707,8523.7,12741.64
012-2426-2708,6106.17,11104.33
012-2426-2709,7581.66,5193.91
012-2426-2710,10137.71,5319.27
012-2426-2711,7310.05,10923.88
012-2426-2712,9579.61,8673.05
012-2426-2713,3781.07,3081.16
012-2426-2714,2562.74,4627.61
012-2426-2715,4202.51,5764.33
012-2426-2716,20779.24,8518.26
012-2426-2717,16063.69,16737.61
012-2426-2718,9367.95,6098.89
012-2426-2719,3668.3,5207.46
012-2426-2720,11072.96,17246.22
012-2426-2721,0,0
012-2426-2722,0,0
012-2426-2723,20583.69,17765.11
012-2426-2724,2386.89,5007.92
012-2426-2725,0,0
012-2426-2726,1396.69,4253.7
012-2426-2727,5286.43,10484.56
012-2426-2728,7766.22,9225.05
012-2426-2729,8097.36,7293.62
012-2426-2730,5500.99,8706.72
012-2426-2731,9454.63,9288.57
012-2426-2732,4199.8,5092.31
012-2426-2733,9996.87,12882.95
012-2426-2734,6798.59,10247.06
012-2426-2735,4696.59,4332.75
012-2426-2736,6917.69,10633.66
012-2426-2737,4757.08,9653.19
012-2426-2738,524581.54,312388.34
012-2426-2739,10962.98,7903.06
012-2426-2740,4899.2,8046.61
012-2426-2741,6078.04,12093.28
012-2426-2742,0,0
012-2426-2743,13972.59,11082.21
012-2426-2744,1835.72,1914.62
012-2426-2745,4326.18,4565.9
012-2426-2746,1703.2,4518.19
012-2426-2747,14876.79,12479.92
012-2426-2748,0,0
012-2426-2749,1819.1,2169.5
012-2426-2750,6626.93,6093.46
012-2426-2751,6621.58,7491.46
012-2426-2752,5825.91,7491.55
012-2426-2753,4275.6,9076.01
012-2426-2754,8356.78,10116.17
012-2426-2755,4057.5,9310.13
012-2426-2756,10156.12,2082.35
012-2426-2757,10557.41,8921.99
012-2426-2758,0,0
012-2426-2759,7696.29,9537.3
012-2426-2760,1415.07,2712.24
012-2426-2761,15303.87,7586.73
012-2426-2762,672.01,2740
012-2426-2763,4075.43,3688.92
012-2426-2764,2395.2,6041.65
012-2426-2765,2471.68,3089.24
012-2426-2766,7235.88,5543.8
012-2426-2767,13322.34,6870.87
012-2426-2768,3546.74,5549.77
012-2426-2769,1152.68,2039.91
012-2426-2770,4182.04,6209.5
012-2426-2771,6851.63,8096.28
012-2426-2772,0,0
012-2426-2773,2007.17,0
012-2426-2774,0,0
012-2426-2775,0,0
012-2426-2776,1909.42,2072.3
012-2426-2777,7277.36,10174.27
012-2426-2778,0,0
012-2426-2779,2472.19,0
012-2426-2780,6265.39,6987.2
012-2426-2781,0,0
012-2426-2782,8533.27,9796.79
012-2426-2783,3513.03,6431.08
012-2426-2784,0,0
012-2426-2785,6237.33,5005.32
012-2426-2786,1215.81,607.75
012-2426-2787,0,0
012-2426-2788,7709.74,8889.12
012-2426-2789,4546.06,2361.6
012-2426-2790,5218.94,6405.59
012-2426-2791,8573.13,8560.13
012-2426-2792,8313.52,10424.49
012-2426-2793,6936.46,1073.9
012-2426-2794,11142.15,10783.15
012-2426-2795,0,0
012-2426-2796,5550.95,11786.57
012-2426-2797,4978.58,5476.67
012-2426-2798,9592.79,10500.29
012-2426-2799,5095.01,3833.94
012-2426-2800,6141.36,6579.96
012-2426-2801,6931.86,6527.61
012-2426-2802,7256.97,9345.28
012-2426-2803,4383.17,5434.76
012-2426-2804,5929.16,4113.27
012-2426-2805,4361.19,5313
012-2426-2806,15169.67,11869.28
012-2426-2807,0,0
012-2426-2808,5549.86,4765.18
012-2426-2809,43.95,0
012-2426-2810,11412.91,7823.31
012-2426-2811,4138.54,5987.96
012-2426-2812,1967.86,8360.56
012-2426-2813,7268.71,7250.75
012-2426-2814,7579.77,5712.39
012-2426-2815,6028.67,5073.51
012-2426-2816,12519.92,7220.24
012-2426-2817,3200.58,5872.38
